0.000	0	0
105.153	0.1	0
216.887	0.3	0
326.163	0.4	0
433.009	0.5	0
537.579	0.6	0
639.957	0.8	0
740.239	0.9	0
838.470	1	0
934.766	1.1	0
1029.188	1.2	0
1121.798	1.4	0
1212.659	1.5	0
1301.833	1.6	0
1389.377	1.7	0
1475.349	1.8	0
1559.804	2	0
1642.792	2.1	0
1724.365	2.2	0
1804.553	2.3	0
1883.412	2.4	0
1960.984	2.5	0
2037.299	2.7	0
2112.405	2.8	0
2186.333	2.9	0
2259.115	3	0
2330.792	3.1	0
2401.394	3.2	0
2470.943	3.3	0
2539.475	3.4	0
2607.018	3.6	0
2673.600	3.7	0
2739.245	3.8	0
2803.978	3.9	0
2867.824	4	0
2930.806	4.1	0
2992.945	4.2	0
3054.260	4.3	0
3114.776	4.4	0
3174.513	4.5	0
3233.487	4.6	0
3291.717	4.7	0
3349.226	4.8	0
3406.021	5	0
3462.130	5.1	0
3517.559	5.2	0
3572.332	5.3	0
3626.458	5.4	0
3679.954	5.5	0
3732.835	5.6	0
3785.113	5.7	0
3836.800	5.8	0
3887.911	5.9	0
3938.458	6	0
3988.453	6.1	0
4037.908	6.2	0
4086.832	6.3	0
4135.238	6.4	0
4183.135	6.5	0
4230.535	6.6	0
4277.446	6.7	0
4323.880	6.8	0
4369.845	6.9	0
4415.350	7	0
4460.406	7.1	0
